contestant_id,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,elimination_week,J_pct,week,industry_std,is_US,age_bin,rank_judge,rank_final
Laila Ali_S4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,finalist,90.0,2,Athlete,1,26-35,1.0,3
Leeza Gibbons_S4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,4,70.0,2,TV_Personality,1,46-55,6.0,9
Paulina Porizkova_S4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,2,70.0,2,Model,0,36-45,6.0,11
Shandi Finnessey_S4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,3,66.66666666666666,2,Model,1,26-35,10.0,10
Apolo Anton Ohno_S4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,finalist,76.66666666666667,3,Athlete,1,18-25,5.0,1
Billy Ray Cyrus_S4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,70.0,3,Musician,1,36-45,6.0,5
Clyde Drexler_S4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,5,53.333333333333336,3,Athlete,1,36-45,10.0,8
Heather Mills_S4,Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,6,80.0,3,Model,0,36-45,1.0,7
Ian Ziering_S4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,80.0,3,Actor,1,36-45,1.0,4
Joey Fatone_S4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,finalist,80.0,3,Musician,1,26-35,1.0,2
John Ratzenberger_S4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,7,66.66666666666666,3,Actor,1,55+,9.0,6
Laila Ali_S4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,finalist,70.0,3,Athlete,1,26-35,6.0,3
Leeza Gibbons_S4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,4,80.0,3,TV_Personality,1,46-55,1.0,9
Shandi Finnessey_S4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,3,70.0,3,Model,1,26-35,6.0,10
Apolo Anton Ohno_S4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,finalist,86.66666666666667,4,Athlete,1,18-25,2.0,1
Billy Ray Cyrus_S4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,70.0,4,Musician,1,36-45,5.0,5
Clyde Drexler_S4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,5,50.0,4,Athlete,1,36-45,9.0,8
Heather Mills_S4,Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,6,76.66666666666667,4,Model,0,36-45,4.0,7
Ian Ziering_S4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,80.0,4,Actor,1,36-45,3.0,4
Joey Fatone_S4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,finalist,93.33333333333331,4,Musician,1,26-35,1.0,2
John Ratzenberger_S4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,7,53.333333333333336,4,Actor,1,55+,7.0,6
Laila Ali_S4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,finalist,70.0,4,Athlete,1,26-35,5.0,3
Leeza Gibbons_S4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,4,53.333333333333336,4,TV_Personality,1,46-55,7.0,9
Apolo Anton Ohno_S4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,finalist,100.0,5,Athlete,1,18-25,1.0,1
Billy Ray Cyrus_S4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,56.66666666666666,5,Musician,1,36-45,7.0,5
Clyde Drexler_S4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,5,43.333333333333336,5,Athlete,1,36-45,8.0,8
Heather Mills_S4,Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,6,70.0,5,Model,0,36-45,5.0,7
Ian Ziering_S4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,80.0,5,Actor,1,36-45,4.0,4
Joey Fatone_S4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,finalist,83.33333333333334,5,Musician,1,26-35,3.0,2
John Ratzenberger_S4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,7,60.0,5,Actor,1,55+,6.0,6
Laila Ali_S4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,finalist,93.33333333333331,5,Athlete,1,26-35,2.0,3
Apolo Anton Ohno_S4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,finalist,93.33333333333331,6,Athlete,1,18-25,1.0,1
Billy Ray Cyrus_S4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,70.0,6,Musician,1,36-45,6.0,5
Heather Mills_S4,Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,6,76.66666666666667,6,Model,0,36-45,5.0,7
Ian Ziering_S4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,80.0,6,Actor,1,36-45,4.0,4
Joey Fatone_S4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,finalist,90.0,6,Musician,1,26-35,3.0,2
John Ratzenberger_S4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,7,63.33333333333333,6,Actor,1,55+,7.0,6
Laila Ali_S4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,finalist,93.33333333333331,6,Athlete,1,26-35,1.0,3
Apolo Anton Ohno_S4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,finalist,90.0,7,Athlete,1,18-25,3.0,1
Billy Ray Cyrus_S4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,63.33333333333333,7,Musician,1,36-45,6.0,5
Ian Ziering_S4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,90.0,7,Actor,1,36-45,3.0,4
Joey Fatone_S4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,finalist,98.33333333333331,7,Musician,1,26-35,1.0,2
John Ratzenberger_S4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,7,75.0,7,Actor,1,55+,5.0,6
Laila Ali_S4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,finalist,98.33333333333331,7,Athlete,1,26-35,1.0,3
Apolo Anton Ohno_S4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,finalist,96.66666666666669,8,Athlete,1,18-25,1.0,1
Billy Ray Cyrus_S4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,63.33333333333333,8,Musician,1,36-45,5.0,5
Ian Ziering_S4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,78.33333333333333,8,Actor,1,36-45,4.0,4
Joey Fatone_S4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,finalist,91.66666666666666,8,Musician,1,26-35,2.0,2
Laila Ali_S4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,finalist,88.33333333333333,8,Athlete,1,26-35,3.0,3
Apolo Anton Ohno_S4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,finalist,98.33333333333331,9,Athlete,1,18-25,3.0,1
Ian Ziering_S4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,96.66666666666669,9,Actor,1,36-45,4.0,4
Joey Fatone_S4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,finalist,100.0,9,Musician,1,26-35,1.0,2
Laila Ali_S4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,finalist,100.0,9,Athlete,1,26-35,1.0,3
Apolo Anton Ohno_S4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,finalist,97.77733333333332,10,Athlete,1,18-25,1.0,1
Joey Fatone_S4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,finalist,95.555,10,Musician,1,26-35,2.0,2
Laila Ali_S4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,finalist,94.444,10,Athlete,1,26-35,3.0,3
Albert Reed_S5,Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,2,70.0,1,Model,1,18-25,5.0,11
Cameron Mathison_S5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,8,70.0,1,Actor,0,36-45,5.0,5
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,4,60.0,1,Athlete,1,26-35,11.0,9
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,83.33333333333334,1,Athlete,0,26-35,2.0,1
Jane Seymour_S5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,7,80.0,1,Actor,0,55+,3.0,6
Jennie Garth_S5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,70.0,1,Actor,1,26-35,5.0,4
Josie Maran_S5,Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,1,53.333333333333336,1,Model,1,26-35,12.0,12
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,70.0,1,Musician,1,46-55,5.0,3
Mark Cuban_S5,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,5,70.0,1,TV_Personality,1,46-55,5.0,8
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,80.0,1,Musician,0,26-35,3.0,2
Sabrina Bryan_S5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,6,86.66666666666667,1,Actor,1,18-25,1.0,7
Wayne Newton_S5,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,3,63.33333333333333,1,Musician,1,55+,10.0,10
Albert Reed_S5,Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,2,70.0,2,Model,1,18-25,5.0,11
Cameron Mathison_S5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,8,70.0,2,Actor,0,36-45,5.0,5
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,4,70.0,2,Athlete,1,26-35,5.0,9
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,90.0,2,Athlete,0,26-35,1.0,1
Jane Seymour_S5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,7,70.0,2,Actor,0,55+,5.0,6
Jennie Garth_S5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,70.0,2,Actor,1,26-35,5.0,4
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,80.0,2,Musician,1,46-55,3.0,3
Mark Cuban_S5,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,5,60.0,2,TV_Personality,1,46-55,10.0,8
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,76.66666666666667,2,Musician,0,26-35,4.0,2
Sabrina Bryan_S5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,6,86.66666666666667,2,Actor,1,18-25,2.0,7
Wayne Newton_S5,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,3,50.0,2,Musician,1,55+,11.0,10
Cameron Mathison_S5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,8,76.66666666666667,3,Actor,0,36-45,7.0,5
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,4,70.0,3,Athlete,1,26-35,8.0,9
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,80.0,3,Athlete,0,26-35,6.0,1
Jane Seymour_S5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,7,90.0,3,Actor,0,55+,1.0,6
Jennie Garth_S5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,86.66666666666667,3,Actor,1,26-35,4.0,4
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,86.66666666666667,3,Musician,1,46-55,4.0,3
Mark Cuban_S5,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,5,66.66666666666666,3,TV_Personality,1,46-55,9.0,8
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,90.0,3,Musician,0,26-35,1.0,2
Sabrina Bryan_S5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,6,90.0,3,Actor,1,18-25,1.0,7
Wayne Newton_S5,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,3,60.0,3,Musician,1,55+,10.0,10
Cameron Mathison_S5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,8,90.0,4,Actor,0,36-45,2.0,5
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,4,76.66666666666667,4,Athlete,1,26-35,8.0,9
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,90.0,4,Athlete,0,26-35,2.0,1
Jane Seymour_S5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,7,86.66666666666667,4,Actor,0,55+,5.0,6
Jennie Garth_S5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,90.0,4,Actor,1,26-35,2.0,4
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,86.66666666666667,4,Musician,1,46-55,5.0,3
Mark Cuban_S5,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,5,73.33333333333333,4,TV_Personality,1,46-55,9.0,8
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,86.66666666666667,4,Musician,0,26-35,5.0,2
Sabrina Bryan_S5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,6,100.0,4,Actor,1,18-25,1.0,7
Cameron Mathison_S5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,8,86.66666666666667,5,Actor,0,36-45,3.0,5
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,76.66666666666667,5,Athlete,0,26-35,6.0,1
Jane Seymour_S5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,7,86.66666666666667,5,Actor,0,55+,3.0,6
Jennie Garth_S5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,83.33333333333334,5,Actor,1,26-35,5.0,4
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,70.0,5,Musician,1,46-55,7.0,3
Mark Cuban_S5,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,5,70.0,5,TV_Personality,1,46-55,7.0,8
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,96.66666666666669,5,Musician,0,26-35,1.0,2
Sabrina Bryan_S5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,6,93.33333333333331,5,Actor,1,18-25,2.0,7
Cameron Mathison_S5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,8,83.33333333333334,6,Actor,0,36-45,4.0,5
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,93.33333333333331,6,Athlete,0,26-35,2.0,1
Jane Seymour_S5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,7,73.33333333333333,6,Actor,0,55+,7.0,6
Jennie Garth_S5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,90.0,6,Actor,1,26-35,3.0,4
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,76.66666666666667,6,Musician,1,46-55,6.0,3
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,100.0,6,Musician,0,26-35,1.0,2
Sabrina Bryan_S5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,6,83.33333333333334,6,Actor,1,18-25,4.0,7
Cameron Mathison_S5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,8,85.0,7,Actor,0,36-45,5.0,5
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,86.66666666666667,7,Athlete,0,26-35,3.0,1
Jane Seymour_S5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,7,83.33333333333334,7,Actor,0,55+,6.0,6
Jennie Garth_S5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,88.33333333333333,7,Actor,1,26-35,2.0,4
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,86.66666666666667,7,Musician,1,46-55,3.0,3
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,90.0,7,Musician,0,26-35,1.0,2
Cameron Mathison_S5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,8,85.0,8,Actor,0,36-45,3.0,5
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,95.0,8,Athlete,0,26-35,1.0,1
Jennie Garth_S5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,83.33333333333334,8,Actor,1,26-35,4.0,4
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,81.66666666666667,8,Musician,1,46-55,5.0,3
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,93.33333333333331,8,Musician,0,26-35,2.0,2
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,100.0,9,Athlete,0,26-35,1.0,1
Jennie Garth_S5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,96.66666666666669,9,Actor,1,26-35,3.0,4
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,93.33333333333331,9,Musician,1,46-55,4.0,3
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,100.0,9,Musician,0,26-35,1.0,2
Helio Castroneves_S5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,finalist,93.333,10,Athlete,0,26-35,2.0,1
Marie Osmond_S5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,finalist,76.66666666666667,10,Musician,1,46-55,3.0,3
Mel B_S5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,finalist,94.444,10,Musician,0,26-35,1.0,2
Adam Carolla_S6,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,4,50.0,1,Other,1,36-45,11.0,9
Cristian de la Fuente_S6,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,finalist,70.0,1,Actor,0,26-35,6.0,3
Jason Taylor_S6,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,finalist,73.33333333333333,1,Athlete,1,26-35,4.0,2
Kristi Yamaguchi_S6,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,finalist,90.0,1,Athlete,1,36-45,1.0,1
Mario_S6,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8,80.0,1,Musician,1,18-25,2.0,5
Marissa Jaret Winokur_S6,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,9,60.0,1,Actor,1,26-35,8.0,4
Marlee Matlin_S6,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,6,73.33333333333333,1,Actor,1,36-45,4.0,7
Monica Seles_S6,Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,2,50.0,1,Athlete,0,26-35,11.0,11
Penn Jillette_S6,Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,2,53.333333333333336,1,Other,1,46-55,10.0,12
Priscilla Presley_S6,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,5,80.0,1,Actor,1,55+,2.0,8
Shannon Elizabeth_S6,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7,70.0,1,Actor,1,26-35,6.0,6
Steve Guttenberg_S6,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,3,60.0,1,Actor,1,46-55,8.0,10
Adam Carolla_S6,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,4,63.33333333333333,2,Other,1,36-45,9.0,9
Cristian de la Fuente_S6,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,finalist,66.66666666666666,2,Actor,0,26-35,8.0,3
Jason Taylor_S6,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,finalist,90.0,2,Athlete,1,26-35,1.0,2
Kristi Yamaguchi_S6,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,finalist,90.0,2,Athlete,1,36-45,1.0,1
Mario_S6,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8,86.66666666666667,2,Musician,1,18-25,3.0,5
Marissa Jaret Winokur_S6,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,9,70.0,2,Actor,1,26-35,6.0,4
Marlee Matlin_S6,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,6,80.0,2,Actor,1,36-45,4.0,7
Monica Seles_S6,Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,2,50.0,2,Athlete,0,26-35,12.0,11
Penn Jillette_S6,Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,2,56.66666666666666,2,Other,1,46-55,10.0,12
Priscilla Presley_S6,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,5,70.0,2,Actor,1,55+,6.0,8
Shannon Elizabeth_S6,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7,80.0,2,Actor,1,26-35,4.0,6
Steve Guttenberg_S6,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,3,53.333333333333336,2,Actor,1,46-55,11.0,10
Adam Carolla_S6,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,4,70.0,3,Other,1,36-45,6.0,9
Cristian de la Fuente_S6,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,finalist,83.33333333333334,3,Actor,0,26-35,3.0,3
